cluster_id,n,start_time,end_time,mean_radius_m,center_lat,center_lon
45,1,1970-01-01 05:43:11,1970-01-01 05:52:41,4188.401170469028,-32.540033333333334,118.20776666666667
46,1,1970-01-01 05:52:41,1970-01-01 05:53:38,227.49695273313196,-32.4582,118.27493333333334
47,1,1970-01-01 05:53:38,1970-01-01 05:54:32,346.4417652347722,-32.453133333333334,118.30176666666667
48,4,1970-01-01 05:54:32,1970-01-01 06:01:38,244.76124871754485,-32.44210833333334,118.32846666666669
49,1,1970-01-01 06:01:38,1970-01-01 06:05:26,1590.6658663287774,-32.408483333333336,118.34315
50,1,1970-01-01 06:05:26,1970-01-01 06:07:11,241.22378678170864,-32.36315,118.34216666666667
51,1,1970-01-01 06:07:11,1970-01-01 06:11:17,1733.9026577948866,-32.324866666666665,118.38588333333334
52,2,1970-01-01 06:11:17,1970-01-01 06:12:14,44.090581790471674,-32.307808333333334,118.41239166666668
53,1,1970-01-01 06:12:14,1970-01-01 06:21:53,5546.094738372219,-32.20106666666667,118.51145
54,3,1970-01-01 06:21:53,1970-01-01 06:23:02,53.644932182520485,-32.10015555555555,118.59819999999999
55,1,1970-01-01 06:23:02,1970-01-01 06:34:17,5605.884111891634,-32.00196666666667,118.65400000000001
56,1,1970-01-01 06:34:17,1970-01-01 06:35:11,519.3758533357088,-31.868583333333333,118.7745
57,1,1970-01-01 06:35:11,1970-01-01 06:35:44,344.9152519301763,-31.847783333333332,118.77526666666668
58,1,1970-01-01 06:35:44,1970-01-01 06:37:38,1143.3512039845402,-31.811433333333333,118.78666666666668
59,3,1970-01-01 06:37:38,1970-01-01 06:38:47,74.26634658488013,-31.79479444444444,118.80956666666665
60,1,1970-01-01 06:38:47,1970-01-01 06:44:47,3263.4833278058113,-31.7333,118.89211666666668
61,1,1970-01-01 06:44:47,1970-01-01 06:45:02,67.6367848317877,-31.6902,118.94416666666666
62,1,1970-01-01 06:45:02,1970-01-01 06:47:02,1073.24306610771,-31.6824,118.97703333333334
63,6,1970-01-01 06:47:02,1970-01-01 06:51:20,85.06670632594025,-31.68308888888889,119.01409722222222
64,1,1970-01-01 06:51:20,1970-01-01 06:55:11,1618.7577301879455,-31.666166666666665,119.03965
65,3,1970-01-01 06:55:11,1970-01-01 06:59:08,407.87714461842506,-31.570227777777774,119.04783888888886
66,1,1970-01-01 06:59:08,1970-01-01 07:09:08,5665.274547006724,-31.454383333333332,119.17413333333333
67,1,1970-01-01 07:09:08,1970-01-01 07:09:23,83.21923233980898,-31.363533333333333,119.25873333333335
68,1,1970-01-01 07:09:23,1970-01-01 07:12:02,1619.7554996200436,-31.335266666666666,119.29396666666666
69,1,1970-01-01 07:12:02,1970-01-01 07:15:02,1570.8909875991799,-31.27545,119.34615000000001
70,16,1970-01-01 07:15:02,1970-01-01 07:32:20,212.93465663252402,-31.252581250000002,119.39095416666667
71,1,1970-01-01 07:25:02,1970-01-01 07:26:44,867.6589208098752,-31.261883333333333,119.43343333333334
72,1,1970-01-01 07:32:20,1970-01-01 07:36:11,1980.4459724373048,-31.27328333333333,119.26305
73,8,1970-01-01 07:36:11,1970-01-01 07:40:26,71.82602068786338,-31.2795875,119.22045208333333
74,1,1970-01-01 07:40:26,1970-01-01 07:51:50,4712.436773654889,-31.271866666666668,119.06286666666666
75,8,1970-01-01 07:51:50,1970-01-01 07:58:41,106.08475209873376,-31.30757708333333,118.96527083333334
76,1,1970-01-01 07:58:41,1970-01-01 08:09:41,5267.0780002742085,-31.369816666666665,118.82338333333334
77,4,1970-01-01 08:09:41,1970-01-01 08:12:11,74.93527459765558,-31.363633333333336,118.69531666666667
78,1,1970-01-01 08:12:11,1970-01-01 08:32:26,9361.422916269099,-31.393500000000003,118.48043333333334
79,1,1970-01-01 08:32:26,1970-01-01 08:36:56,2121.953499232133,-31.48391666666667,118.13738333333333
80,20,1970-01-01 08:36:56,1970-01-01 08:52:44,95.56421884066268,-31.51079833333333,118.10650249999996
81,1,1970-01-01 08:52:44,1970-01-01 09:32:45,18817.80295624339,-31.5919,117.58866666666667
82,1,1970-01-01 09:32:45,1970-01-01 09:32:57,73.67039041522749,-31.630233333333333,117.09201666666667
83,1,1970-01-01 09:32:57,1970-01-01 09:37:57,2306.201576060698,-31.622900000000005,117.16898333333333
