cluster_id,n,start_time,end_time,mean_radius_m,center_lat,center_lon
31,9,2020-11-08 05:08:53,2020-11-08 05:13:23,65.4471482684708,-33.14178333333333,117.79905185185186
32,1,2020-11-08 05:13:23,2020-11-08 05:21:23,4091.406885677959,-33.0516,117.84721666666667
33,6,2020-11-08 05:21:23,2020-11-08 05:26:50,198.7047321910574,-32.93730555555557,117.85221388888891
34,4,2020-11-08 05:26:50,2020-11-08 05:29:08,71.02445683517645,-32.928675,117.878675
35,1,2020-11-08 05:29:08,2020-11-08 05:31:47,1446.832212342649,-32.91546666666667,117.90535
36,1,2020-11-08 05:31:47,2020-11-08 05:38:56,4768.988594721424,-32.78865,118.02196666666667
37,1,2020-11-08 05:38:56,2020-11-08 05:40:50,1210.4666101567818,-32.682316666666665,118.1166
38,1,2020-11-08 05:40:50,2020-11-08 05:43:11,1218.3499455213255,-32.63115,118.12023333333333
39,1,2020-11-08 05:43:11,2020-11-08 05:47:17,1859.684586032679,-32.56471666666667,118.16925
40,1,2020-11-08 05:47:17,2020-11-08 05:49:32,850.8765369485953,-32.52916666666667,118.20988333333334
41,1,2020-11-08 05:49:32,2020-11-08 05:53:05,1600.8208320405474,-32.48668333333333,118.26441666666668
42,2,2020-11-08 05:53:05,2020-11-08 05:55:38,338.05979633852354,-32.453516666666665,118.30596666666666
43,5,2020-11-08 05:55:38,2020-11-08 06:02:35,224.9452648007334,-32.442463333333336,118.33471333333335
44,1,2020-11-08 06:02:35,2020-11-08 06:05:29,1404.7895487734856,-32.39326666666667,118.34918333333334
45,4,2020-11-08 06:05:29,2020-11-08 06:07:44,104.63343128237241,-32.36398749999999,118.34302083333334
46,1,2020-11-08 06:07:44,2020-11-08 06:11:17,1708.4006265859384,-32.317883333333334,118.39253333333333
47,2,2020-11-08 06:11:17,2020-11-08 06:13:20,138.31811973734207,-32.30730833333333,118.41446666666667
48,1,2020-11-08 06:13:20,2020-11-08 06:21:53,5441.397959875875,-32.18611666666666,118.52708333333334
49,4,2020-11-08 06:21:53,2020-11-08 06:24:47,62.06258927136382,-32.100966666666665,118.59722083333332
50,1,2020-11-08 06:24:47,2020-11-08 06:34:35,5797.491768312949,-31.97135,118.66106666666667
51,1,2020-11-08 06:34:35,2020-11-08 06:35:11,373.32968198915916,-31.864266666666666,118.77591666666667
52,1,2020-11-08 06:35:11,2020-11-08 06:38:32,1358.5008255965708,-31.807683333333333,118.79055000000001
53,1,2020-11-08 06:38:32,2020-11-08 06:44:41,3369.1066820802284,-31.7373,118.89011666666669
54,1,2020-11-08 06:44:41,2020-11-08 06:47:32,1057.2132891961612,-31.682083333333335,118.97865
55,5,2020-11-08 06:47:32,2020-11-08 06:51:29,93.22943498365757,-31.68527,119.01732333333334
56,1,2020-11-08 06:51:29,2020-11-08 06:55:08,1607.6514456702782,-31.664700000000003,119.04041666666667
57,1,2020-11-08 06:55:08,2020-11-08 06:55:20,122.81872222229383,-31.612233333333332,119.05313333333334
58,3,2020-11-08 06:55:20,2020-11-08 06:59:02,371.97902764353574,-31.57004444444444,119.04767777777776
59,1,2020-11-08 06:59:02,2020-11-08 07:09:02,5742.928757769212,-31.456833333333332,119.1716
60,1,2020-11-08 07:09:02,2020-11-08 07:11:59,1561.653050804232,-31.3394,119.28748333333333
61,2,2020-11-08 07:11:59,2020-11-08 07:12:23,104.67966032461271,-31.307491666666667,119.32385833333335
62,1,2020-11-08 07:12:23,2020-11-08 07:15:23,1350.4895126542133,-31.268366666666665,119.35238333333334
63,12,2020-11-08 07:15:23,2020-11-08 07:31:38,274.51291021434696,-31.252320833333332,119.39303749999999
64,1,2020-11-08 07:24:41,2020-11-08 07:26:43,873.876784785847,-31.261650000000003,119.428
65,1,2020-11-08 07:31:38,2020-11-08 07:32:17,125.50480358005109,-31.271116666666668,119.32011666666668
66,1,2020-11-08 07:32:17,2020-11-08 07:37:02,1980.3672602725503,-31.27321666666667,119.24998333333335
67,6,2020-11-08 07:37:02,2020-11-08 07:40:23,75.65759425299665,-31.280002777777785,119.22387499999999
68,1,2020-11-08 07:40:23,2020-11-08 07:42:44,1133.6291886622853,-31.2843,119.20253333333335
69,1,2020-11-08 07:42:44,2020-11-08 07:49:59,3808.3832354436413,-31.270666666666667,119.05705
70,13,2020-11-08 07:49:59,2020-11-08 07:58:38,87.31096192270046,-31.309265384615376,118.96774230769228
71,1,2020-11-08 07:58:38,2020-11-08 08:10:17,5257.977742102505,-31.37345,118.81918333333333
72,4,2020-11-08 08:10:17,2020-11-08 08:13:20,73.31006688989994,-31.366795833333335,118.69902500000002
73,1,2020-11-08 08:13:20,2020-11-08 08:15:23,1020.44734296006,-31.383116666666666,118.6868
74,1,2020-11-08 08:15:23,2020-11-08 08:37:47,10581.389883038817,-31.427633333333333,118.35465
75,20,2020-11-08 08:37:47,2020-11-08 08:52:35,93.58320267387535,-31.512562499999994,118.11116499999999
76,1,2020-11-08 08:52:35,2020-11-08 09:37:45,16527.745961427747,-31.588716666666667,117.52415
77,2,2020-11-08 09:37:45,2020-11-08 09:40:25,329.4437286475931,-31.619791666666668,117.22685833333333
